"catalogue","genus","species","longdec","latdec"
"R.178355","Anilios","nigrescens",150.92,-33.85
"R.7432","Anilios","nigrescens",150.92,-34.32
"R.2173","Anilios","nigrescens",150.92,-33.92
"R.131164","Anilios","nigrescens",150.93,-33.85
"R.11073","Anilios","nigrescens",150.93,-33.8
"R.8919","Anilios","nigrescens",150.93,-33.77
"R.1610","Anilios","nigrescens",150.93,-33.88
"R.10122","Anilios","nigrescens",150.95,-33.78
"R.9691","Anilios","nigrescens",150.95,-33.87
"R.106091","Anilios","nigrescens",150.9503,-33.6794
"R.175516","Anilios","nigrescens",150.9603742,-33.9411083
"R55640","Anilios","nigrescens",150.9606,-24.3567
"J83805","Anilios","nigrescens",150.9636,-24.3597
"J83805","Anilios","nigrescens",150.9636134,-24.35978041
"J64096","Anilios","nigrescens",150.9656,-24.3769
"R.15706","Anilios","nigrescens",150.97,-33.8
"R.135261","Anilios","nigrescens",150.98,-33.72
"R.110724","Anilios","nigrescens",150.98,-34.23
"R.96750","Anilios","nigrescens",150.98,-33.62
"R.12072","Anilios","nigrescens",150.98,-33.83
"R.10414","Anilios","nigrescens",150.98,-34.08
"R.106735","Anilios","nigrescens",150.9817,-33.725
"J40922","Anilios","nigrescens",150.9833,-24.3667
"J86186","Anilios","nigrescens",150.9858,-24.3758
"J86186","Anilios","nigrescens",150.9858102,-24.37577686
"R.182170","Anilios","nigrescens",150.988759,-33.684691
"R.167909","Anilios","nigrescens",151,-34.2
"R.119435","Anilios","nigrescens",151,-34.18
"R.118967","Anilios","nigrescens",151,-33.98
"R.112003","Anilios","nigrescens",151,-33.7
"R.100049","Anilios","nigrescens",151,-33.73
"R.95333","Anilios","nigrescens",151,-30.3
"R.87751","Anilios","nigrescens",151,-33.48
"R.86807","Anilios","nigrescens",151,-33.77
"R.84386","Anilios","nigrescens",151,-34.13
"J92803","Anilios","nigrescens",151.0036,-24.3667
NA,"Anilios","nigrescens",151.0037035,-24.36676172
"R.167734","Anilios","nigrescens",151.02,-33.68
"R.84401","Anilios","nigrescens",151.02,-33.65
"R.28225","Anilios","nigrescens",151.02,-33.9
"R.27297","Anilios","nigrescens",151.02,-33.97
"R.11047","Anilios","nigrescens",151.02,-33.93
"R.10790","Anilios","nigrescens",151.02,-33.82
"R.9435","Anilios","nigrescens",151.02,-33.87
"R.1189","Anilios","nigrescens",151.02,-33.83
"R.158469","Anilios","nigrescens",151.03,-34
"R.20740","Anilios","nigrescens",151.03,-33.8
"R.15944","Anilios","nigrescens",151.03,-33.95
"R.12233","Anilios","nigrescens",151.03,-33.85
"J54856","Anilios","nigrescens",151.0333,-24.3667
"J79932","Anilios","nigrescens",151.0364,-24.4061
"R.183294","Anilios","nigrescens",151.045886,-34.046339
"J74724","Anilios","nigrescens",151.0483,-24.4106
"R.86801","Anilios","nigrescens",151.05,-33.92
"R.11552","Anilios","nigrescens",151.05,-33.97
"R.9260","Anilios","nigrescens",151.05,-33.87
"R.144819","Anilios","nigrescens",151.0583,-33.8417
"R.150861","Anilios","nigrescens",151.0681,-33.9767
"R.95997","Anilios","nigrescens",151.07,-34.03
"R.89244","Anilios","nigrescens",151.07,-33.65
"R.86799","Anilios","nigrescens",151.07,-34.13
"R.71308","Anilios","nigrescens",151.07,-34.05
"R.27312","Anilios","nigrescens",151.07,-32.92
"R.27294","Anilios","nigrescens",151.07,-33.98
"R.17896","Anilios","nigrescens",151.07,-33.75
"R.10436","Anilios","nigrescens",151.07,-33.92
"R.8514","Anilios","nigrescens",151.07,-33.73
"R.140999","Anilios","nigrescens",151.08,-34.02
"R.106736","Anilios","nigrescens",151.08,-33.65
"R.64194","Anilios","nigrescens",151.08,-34.03
"R.27298","Anilios","nigrescens",151.08,-33.78
"R.27289","Anilios","nigrescens",151.08,-34.07
"R.17171","Anilios","nigrescens",151.08,-33.75
"R.10380","Anilios","nigrescens",151.08,-33.85
"R.10288","Anilios","nigrescens",151.08,-33.97
"R.108","Anilios","nigrescens",151.08,-33.87
"R.140986","Anilios","nigrescens",151.1,-33.72
"R.138838","Anilios","nigrescens",151.1,-34.02
"R.68486","Anilios","nigrescens",151.1,-33.7
"R.64059","Anilios","nigrescens",151.1,-34.03
"R.44961","Anilios","nigrescens",151.1,-33.28
"R.27299","Anilios","nigrescens",151.1,-33.98
"R.12211","Anilios","nigrescens",151.1,-33.97
"R.11399","Anilios","nigrescens",151.1,-33.82
"R.8848","Anilios","nigrescens",151.1,-33.92
"R.144890","Anilios","nigrescens",151.12,-33.67
"R.131169","Anilios","nigrescens",151.12,-33.8
"R.102792","Anilios","nigrescens",151.12,-33.72
"R.65260","Anilios","nigrescens",151.12,-33.77
"R.12527","Anilios","nigrescens",151.12,-33.95
"R.4407","Anilios","nigrescens",151.12,-33.88
"R.112906","Anilios","nigrescens",151.1281,-30.9061
"R.175517","Anilios","nigrescens",151.1293197,-34.0813028
"R.138394","Anilios","nigrescens",151.13,-33.73
"R.131167","Anilios","nigrescens",151.13,-33.97
"R.84395","Anilios","nigrescens",151.13,-33.92
"R.84392","Anilios","nigrescens",151.13,-33.65
"R.13988","Anilios","nigrescens",151.13,-34
"R.10389","Anilios","nigrescens",151.13,-33.95
"R.1653","Anilios","nigrescens",151.13,-33.88
"R.390","Anilios","nigrescens",151.13,-33.83
"R.174807","Anilios","nigrescens",151.1347,-33.6767
"R.168406","Anilios","nigrescens",151.15,-33.62
"R.158470","Anilios","nigrescens",151.15,-33.63
"R.150347","Anilios","nigrescens",151.15,-33.77
"R.96611","Anilios","nigrescens",151.15,-33.65
"R.71307","Anilios","nigrescens",151.15,-34.05
"R.29732","Anilios","nigrescens",151.15,-33.75
"R.27296","Anilios","nigrescens",151.15,-33.5
"R.9191","Anilios","nigrescens",151.15,-33.93
"R.184675","Anilios","nigrescens",151.1698948,-33.8145564
"R.151437","Anilios","nigrescens",151.17,-33.82
"R.138468","Anilios","nigrescens",151.17,-33.6
"R.114995","Anilios","nigrescens",151.17,-33.73
"R.110879","Anilios","nigrescens",151.17,-34.08
"R.15058","Anilios","nigrescens",151.17,-33.93
"R.13794","Anilios","nigrescens",151.17,-33.88
"R.12330","Anilios","nigrescens",151.17,-33.78
"R.8510","Anilios","nigrescens",151.17,-33.83
"R.1442","Anilios","nigrescens",151.17,-33.92
"R.103998","Anilios","nigrescens",151.18,-33.7
"R.13286","Anilios","nigrescens",151.18,-33.88
"R.10783","Anilios","nigrescens",151.18,-33.83
"R.10531","Anilios","nigrescens",151.18,-33.8
"R.145516","Anilios","nigrescens",151.2,-30.17
"R.111114","Anilios","nigrescens",151.2,-33.73
"R.95522","Anilios","nigrescens",151.2,-33.6
"R.8775","Anilios","nigrescens",151.2,-33.8
"R.5972","Anilios","nigrescens",151.2,-33.82
"R.3659","Anilios","nigrescens",151.2,-33.9
"R39127","Anilios","nigrescens",151.2,-30.88
"R.131161","Anilios","nigrescens",151.21,-33.87
"R.151434","Anilios","nigrescens",151.22,-33.8
"R.125188","Anilios","nigrescens",151.22,-33.72
"R.111882","Anilios","nigrescens",151.22,-33.65
"R.71310","Anilios","nigrescens",151.22,-33.82
"R.71309","Anilios","nigrescens",151.22,-34
"R.10512","Anilios","nigrescens",151.22,-33.92
"R.81717","Anilios","nigrescens",151.23,-33.78
"R.7990","Anilios","nigrescens",151.23,-33.97
"R.7206","Anilios","nigrescens",151.23,-33.88
"R.4599","Anilios","nigrescens",151.23,-33.83
"R.184891","Anilios","nigrescens",151.230891,-33.682555
"R.13529","Anilios","nigrescens",151.2429,-33.9485
"R.172245","Anilios","nigrescens",151.2453,-33.7284792
"R.186845","Anilios","nigrescens",151.245339,-33.735189
"R.131165","Anilios","nigrescens",151.25,-33.88
"R.110805","Anilios","nigrescens",151.25,-33.77
"R.106739","Anilios","nigrescens",151.25,-33.67
"R.86804","Anilios","nigrescens",151.25,-33.73
"R.54613","Anilios","nigrescens",151.25,-33.92
"R.12212","Anilios","nigrescens",151.25,-33.83
"R.10235","Anilios","nigrescens",151.25,-33.97
"R.179945","Anilios","nigrescens",151.261568,-33.716308
"R.174858","Anilios","nigrescens",151.266,-33.746
"R.188069","Anilios","nigrescens",151.267613,-33.612644
"R.59487","Anilios","nigrescens",151.27,-33.8
"R.16116","Anilios","nigrescens",151.27,-33.78
"R.13287","Anilios","nigrescens",151.27,-33.85
"R.186846","Anilios","nigrescens",151.277883,-33.705785
"R.185599","Anilios","nigrescens",151.28,-33.23
"R.153170","Anilios","nigrescens",151.28,-33.72
"R.70068","Anilios","nigrescens",151.28,-33.73
"R.64350","Anilios","nigrescens",151.28,-33.75
"R.4622","Anilios","nigrescens",151.28,-33.78
"R.149847","Anilios","nigrescens",151.2917,-33.4092
"R31020","Anilios","nigrescens",151.3,-30.92
"R.162455","Anilios","nigrescens",151.3178,-31.2036
"R.13438","Anilios","nigrescens",151.32,-33.6
"R.131998","Anilios","nigrescens",151.33,-33.62
"R.94000","Anilios","nigrescens",151.33,-33.43
"R.74924","Anilios","nigrescens",151.33,-33.28
"R.26246","Anilios","nigrescens",151.33,-33.63
"R.13303","Anilios","nigrescens",151.33,-33.52
"J45255","Anilios","nigrescens",151.3333,-28.3
"R.14814","Anilios","nigrescens",151.35,-33.4
"R40863","Anilios","nigrescens",151.35,-33.08
"R.71984","Anilios","nigrescens",151.37,-33.37
"R.167910","Anilios","nigrescens",151.40764,-33.50886
"R.187438","Anilios","nigrescens",151.4191,-33.3983
"R.185891","Anilios","nigrescens",151.420599,-33.086851
"R.152777","Anilios","nigrescens",151.43,-33.28
"R.95337","Anilios","nigrescens",151.4483,-30.6492
"R.106982","Anilios","nigrescens",151.48,-30.62
"R.89454","Anilios","nigrescens",151.48,-30.68
"R.48098","Anilios","nigrescens",151.48,-24.52
"R.12298","Anilios","nigrescens",151.5,-33.08
"R.44670","Anilios","nigrescens",151.5344,-30.6983
"J63517","Anilios","nigrescens",151.5344,-24.5811
"R.44674","Anilios","nigrescens",151.5464,-30.5678
"R.44673","Anilios","nigrescens",151.5533,-30.3597
"R.19098","Anilios","nigrescens",151.57,-32.93
"R.44672","Anilios","nigrescens",151.58,-30.43
"R.5183","Anilios","nigrescens",151.58,-30.98
"R.91885","Anilios","nigrescens",151.6,-30.53
"R.2719","Anilios","nigrescens",151.607,-30.804
"R.95336","Anilios","nigrescens",151.63,-30.53
"R.148320","Anilios","nigrescens",151.6381,-30.4917
"R.141515","Anilios","nigrescens",151.6408,-31.6956
"R.111700","Anilios","nigrescens",151.65,-30.48
"R.86805","Anilios","nigrescens",151.65,-30.52
"R.148333","Anilios","nigrescens",151.67,-30.52
"R.157050","Anilios","nigrescens",151.6747,-30.0758
"R.157200","Anilios","nigrescens",151.6772,-29.2944
"R.95334","Anilios","nigrescens",151.6869,-29.2942
"R.95335","Anilios","nigrescens",151.6961,-29.2364
"J86646","Anilios","nigrescens",151.6964,-28.2881
"D38501","Ramphotyphlops","nigrescens",151.7,-29.32
"R.73716","Anilios","nigrescens",151.7,-29.28
"R.9389","Anilios","nigrescens",151.7,-29.43
"R.44669","Anilios","nigrescens",151.72,-29.73
"R.24692","Anilios","nigrescens",151.72,-32.3
"R.107550","Anilios","nigrescens",151.75,-32.77
"R.40664","Anilios","nigrescens",151.77,-32.93
"R.106114","Anilios","nigrescens",151.78,-32.75
"R.44738","Anilios","nigrescens",151.8,-30.55
"R.89698","Anilios","nigrescens",151.87,-29.42
"R.64012","Anilios","nigrescens",151.88,-29.38
"R.95339","Anilios","nigrescens",151.9039,-29.3594
"R.101341","Anilios","nigrescens",151.9069,-29.3322
"J59056","Anilios","nigrescens",151.9167,-28.8333
"D4735","Ramphotyphlops","nigrescens",151.93,-28.67
"J50847","Anilios","nigrescens",151.9333,-28.85
"R.95344","Anilios","nigrescens",151.945,-29.7144
"R.157267","Anilios","nigrescens",151.9561,-29.7992
"J40924","Anilios","nigrescens",151.9667,-28.7667
"R.12609","Anilios","nigrescens",151.97,-32.48
"R.44675","Anilios","nigrescens",151.9731,-29.0731
"R.172209","Anilios","nigrescens",151.98,-29.07
"R.95349","Anilios","nigrescens",151.98,-29.63
"R.157115","Anilios","nigrescens",151.9825,-29.8017
"R.57825","Anilios","nigrescens",152,-30.53
"J7258","Anilios","nigrescens",152.0167,-29.05
"R.139455","Anilios","nigrescens",152.02,-28.87
"R.15004","Anilios","nigrescens",152.02,-29.05
"R31023","Anilios","nigrescens",152.05,-29.65
"R.95342","Anilios","nigrescens",152.0664,-29.5736
"R.139224","Anilios","nigrescens",152.0758,-29.7944
"R31021","Anilios","nigrescens",152.08,-28.8
"J25537","Anilios","nigrescens",152.1,-28.8833
"R.138345","Anilios","nigrescens",152.13,-31.72
"R.141466","Anilios","nigrescens",152.1514,-32.5406
"R.44668","Anilios","nigrescens",152.1617,-28.9914
"R.139462","Anilios","nigrescens",152.1642,-29.24
"R.132827","Anilios","nigrescens",152.18,-28.78
"R.139436","Anilios","nigrescens",152.1842,-28.8069
"R.146101","Anilios","nigrescens",152.1922,-29.6011
"R.146104","Anilios","nigrescens",152.1981,-29.565
"R.8111","Anilios","nigrescens",152.2,-32.42
"R.151892","Anilios","nigrescens",152.2308,-32.345
"R.104099","Anilios","nigrescens",152.25,-30.37
"R.103088","Anilios","nigrescens",152.25,-31.4
"R.96865","Anilios","nigrescens",152.2542,-29.5333
"J14222","Anilios","nigrescens",152.2667,-28.1833
"R.20739","Anilios","nigrescens",152.27,-32.05
"R.96933","Anilios","nigrescens",152.2944,-29.3944
"R.96934","Anilios","nigrescens",152.3,-29.375
"R.64831","Anilios","nigrescens",152.33,-31.02
"J63915","Anilios","nigrescens",152.3425,-27.9778
"J80557","Anilios","nigrescens",152.3511,-27.9651
"J74974","Anilios","nigrescens",152.4389,-24.7931
"R.141408","Anilios","nigrescens",152.4425,-32.0275
"R.11089","Anilios","nigrescens",152.47,-31.6
"R.16794","Anilios","nigrescens",152.48,-31.9
"R.130479","Anilios","nigrescens",152.53,-31.77
"R.59317","Anilios","nigrescens",152.53,-32.25
"R.41656","Anilios","nigrescens",152.5436,-30.4722
"J57932","Anilios","nigrescens",152.6,-26.6667
"J43754","Anilios","nigrescens",152.6186,-26.7128
"R.14371","Anilios","nigrescens",152.62,-30.27
"R.13997","Anilios","nigrescens",152.65,-31.8
"J43755","Anilios","nigrescens",152.65,-26.6333
"J3489","Anilios","nigrescens",152.6667,-28.3
"R7096","Ramphotyphlops","nigrescens",152.67,-29.48
"J61837","Anilios","nigrescens",152.675,-26.775
"J67555","Anilios","nigrescens",152.6922,-28.3306
"J6745","Anilios","nigrescens",152.7,-26.7167
"R.73655","Anilios","nigrescens",152.72,-30.33
"R.151469","Anilios","nigrescens",152.7444,-31.7592
"J58524","Anilios","nigrescens",152.75,-27.2833
"R27730","Anilios","nigrescens",152.7521667,-27.32466667
"R05421","Anilios","nigrescens",152.7666667,-27.33333333
"J3447","Anilios","nigrescens",152.7667,-27.3333
"J91407","Anilios","nigrescens",152.7667,-26.45
"J81815","Anilios","nigrescens",152.7677,-27.3317
"J85454","Anilios","nigrescens",152.7677,-27.3651
"J12348","Anilios","nigrescens",152.7833,-27.3833
"J35333","Anilios","nigrescens",152.7833,-27.4
"J72595","Anilios","nigrescens",152.7844,-27.3817
"J88863","Anilios","nigrescens",152.7947,-27.3231
"J49833","Anilios","nigrescens",152.8,-27.3833
"J57366","Anilios","nigrescens",152.8,-27.4
"J24002","Anilios","nigrescens",152.8167,-27.4
"J87606","Anilios","nigrescens",152.8177,-27.1817
"D47985","Ramphotyphlops","nigrescens",152.82,-30.38
